event_id,incident_date,loss_usd,incident_type,target_type,chain,protocol_id,protocol_chains_count,protocol_chains_count_available_at,is_forked_from_parent,is_forked_from_parent_available_at,parent_fork_children_count,parent_fork_children_count_available_at,protocol_past_events_count,protocol_past_events_count_available_at
demo-0111,2023-09-29T00:00:00+00:00,21042931.42,economic,dex,bsc,protocol-03,4,2023-09-28T00:00:00+00:00,1,2023-09-28T00:00:00+00:00,3,2023-09-28T00:00:00+00:00,6,2023-09-28T00:00:00+00:00
demo-0112,2023-10-08T00:00:00+00:00,1082704.39,oracle,lending,ethereum,protocol-04,1,2023-10-07T00:00:00+00:00,0,2023-10-07T00:00:00+00:00,0,2023-10-07T00:00:00+00:00,6,2023-10-07T00:00:00+00:00
demo-0113,2023-10-17T00:00:00+00:00,798787.97,access-control,bridge,arbitrum,protocol-05,2,2023-10-16T00:00:00+00:00,0,2023-10-16T00:00:00+00:00,0,2023-10-16T00:00:00+00:00,6,2023-10-16T00:00:00+00:00
demo-0114,2023-10-26T00:00:00+00:00,8897759.68,reentrancy,dex,polygon,protocol-06,3,2023-10-25T00:00:00+00:00,1,2023-10-25T00:00:00+00:00,1,2023-10-25T00:00:00+00:00,6,2023-10-25T00:00:00+00:00
demo-0115,2023-11-04T00:00:00+00:00,4032637.54,economic,lending,bsc,protocol-07,4,2023-11-03T00:00:00+00:00,0,2023-11-03T00:00:00+00:00,0,2023-11-03T00:00:00+00:00,6,2023-11-03T00:00:00+00:00
demo-0116,2023-11-13T00:00:00+00:00,2186417.2,oracle,bridge,ethereum,protocol-08,1,2023-11-12T00:00:00+00:00,0,2023-11-12T00:00:00+00:00,0,2023-11-12T00:00:00+00:00,6,2023-11-12T00:00:00+00:00
demo-0117,2023-11-22T00:00:00+00:00,8785158.52,access-control,dex,arbitrum,protocol-09,2,2023-11-21T00:00:00+00:00,1,2023-11-21T00:00:00+00:00,4,2023-11-21T00:00:00+00:00,6,2023-11-21T00:00:00+00:00
demo-0118,2023-12-01T00:00:00+00:00,16216050.12,reentrancy,lending,polygon,protocol-10,3,2023-11-30T00:00:00+00:00,0,2023-11-30T00:00:00+00:00,0,2023-11-30T00:00:00+00:00,6,2023-11-30T00:00:00+00:00
demo-0119,2023-12-10T00:00:00+00:00,5160519.01,economic,bridge,bsc,protocol-11,4,2023-12-09T00:00:00+00:00,0,2023-12-09T00:00:00+00:00,0,2023-12-09T00:00:00+00:00,6,2023-12-09T00:00:00+00:00
demo-0120,2023-12-19T00:00:00+00:00,1758597.42,oracle,dex,ethereum,protocol-12,1,2023-12-18T00:00:00+00:00,1,2023-12-18T00:00:00+00:00,2,2023-12-18T00:00:00+00:00,6,2023-12-18T00:00:00+00:00
demo-0121,2023-12-28T00:00:00+00:00,3179976.26,access-control,lending,arbitrum,protocol-13,2,2023-12-27T00:00:00+00:00,0,2023-12-27T00:00:00+00:00,0,2023-12-27T00:00:00+00:00,6,2023-12-27T00:00:00+00:00
demo-0122,2024-01-06T00:00:00+00:00,5010254.06,reentrancy,bridge,polygon,protocol-14,3,2024-01-05T00:00:00+00:00,0,2024-01-05T00:00:00+00:00,0,2024-01-05T00:00:00+00:00,6,2024-01-05T00:00:00+00:00
demo-0123,2024-01-15T00:00:00+00:00,34806316.57,economic,dex,bsc,protocol-15,4,2024-01-14T00:00:00+00:00,1,2024-01-14T00:00:00+00:00,0,2024-01-14T00:00:00+00:00,6,2024-01-14T00:00:00+00:00
demo-0124,2024-01-24T00:00:00+00:00,3648565.22,oracle,lending,ethereum,protocol-16,1,2024-01-23T00:00:00+00:00,0,2024-01-23T00:00:00+00:00,0,2024-01-23T00:00:00+00:00,6,2024-01-23T00:00:00+00:00
demo-0125,2024-02-02T00:00:00+00:00,3698139.45,access-control,bridge,arbitrum,protocol-17,2,2024-02-01T00:00:00+00:00,0,2024-02-01T00:00:00+00:00,0,2024-02-01T00:00:00+00:00,6,2024-02-01T00:00:00+00:00
demo-0126,2024-02-11T00:00:00+00:00,15772957.13,reentrancy,dex,ethereum,protocol-00,1,2024-02-10T00:00:00+00:00,1,2024-02-10T00:00:00+00:00,0,2024-02-10T00:00:00+00:00,7,2024-02-10T00:00:00+00:00
demo-0127,2024-02-20T00:00:00+00:00,1453596.52,economic,lending,arbitrum,protocol-01,2,2024-02-19T00:00:00+00:00,0,2024-02-19T00:00:00+00:00,0,2024-02-19T00:00:00+00:00,7,2024-02-19T00:00:00+00:00
demo-0128,2024-02-29T00:00:00+00:00,3527892.4,oracle,bridge,polygon,protocol-02,3,2024-02-28T00:00:00+00:00,0,2024-02-28T00:00:00+00:00,0,2024-02-28T00:00:00+00:00,7,2024-02-28T00:00:00+00:00
demo-0129,2024-03-09T00:00:00+00:00,11437528.15,access-control,dex,bsc,protocol-03,4,2024-03-08T00:00:00+00:00,1,2024-03-08T00:00:00+00:00,3,2024-03-08T00:00:00+00:00,7,2024-03-08T00:00:00+00:00
demo-0130,2024-03-18T00:00:00+00:00,1883536.47,reentrancy,lending,ethereum,protocol-04,1,2024-03-17T00:00:00+00:00,0,2024-03-17T00:00:00+00:00,0,2024-03-17T00:00:00+00:00,7,2024-03-17T00:00:00+00:00
demo-0131,2024-03-27T00:00:00+00:00,1239002.0,economic,bridge,arbitrum,protocol-05,2,2024-03-26T00:00:00+00:00,0,2024-03-26T00:00:00+00:00,0,2024-03-26T00:00:00+00:00,7,2024-03-26T00:00:00+00:00
demo-0132,2024-04-05T00:00:00+00:00,20996751.74,oracle,dex,polygon,protocol-06,3,2024-04-04T00:00:00+00:00,1,2024-04-04T00:00:00+00:00,1,2024-04-04T00:00:00+00:00,7,2024-04-04T00:00:00+00:00
demo-0133,2024-04-14T00:00:00+00:00,7656846.0,access-control,lending,bsc,protocol-07,4,2024-04-13T00:00:00+00:00,0,2024-04-13T00:00:00+00:00,0,2024-04-13T00:00:00+00:00,7,2024-04-13T00:00:00+00:00
demo-0134,2024-04-23T00:00:00+00:00,751491.1,reentrancy,bridge,ethereum,protocol-08,1,2024-04-22T00:00:00+00:00,0,2024-04-22T00:00:00+00:00,0,2024-04-22T00:00:00+00:00,7,2024-04-22T00:00:00+00:00
demo-0135,2024-05-02T00:00:00+00:00,5318797.39,economic,dex,arbitrum,protocol-09,2,2024-05-01T00:00:00+00:00,1,2024-05-01T00:00:00+00:00,4,2024-05-01T00:00:00+00:00,7,2024-05-01T00:00:00+00:00
demo-0136,2024-05-11T00:00:00+00:00,7932563.21,oracle,lending,polygon,protocol-10,3,2024-05-10T00:00:00+00:00,0,2024-05-10T00:00:00+00:00,0,2024-05-10T00:00:00+00:00,7,2024-05-10T00:00:00+00:00
demo-0137,2024-05-20T00:00:00+00:00,18857241.88,access-control,bridge,bsc,protocol-11,4,2024-05-19T00:00:00+00:00,0,2024-05-19T00:00:00+00:00,0,2024-05-19T00:00:00+00:00,7,2024-05-19T00:00:00+00:00
demo-0138,2024-05-29T00:00:00+00:00,33505536.71,reentrancy,dex,ethereum,protocol-12,1,2024-05-28T00:00:00+00:00,1,2024-05-28T00:00:00+00:00,2,2024-05-28T00:00:00+00:00,7,2024-05-28T00:00:00+00:00
demo-0139,2024-06-07T00:00:00+00:00,47525791.29,economic,lending,arbitrum,protocol-13,2,2024-06-06T00:00:00+00:00,0,2024-06-06T00:00:00+00:00,0,2024-06-06T00:00:00+00:00,7,2024-06-06T00:00:00+00:00
demo-0140,2024-06-16T00:00:00+00:00,8642893.83,oracle,bridge,polygon,protocol-14,3,2024-06-15T00:00:00+00:00,0,2024-06-15T00:00:00+00:00,0,2024-06-15T00:00:00+00:00,7,2024-06-15T00:00:00+00:00
demo-0141,2024-06-25T00:00:00+00:00,6912850.29,access-control,dex,bsc,protocol-15,4,2024-06-24T00:00:00+00:00,1,2024-06-24T00:00:00+00:00,0,2024-06-24T00:00:00+00:00,7,2024-06-24T00:00:00+00:00
demo-0142,2024-07-04T00:00:00+00:00,428377.74,reentrancy,lending,ethereum,protocol-16,1,2024-07-03T00:00:00+00:00,0,2024-07-03T00:00:00+00:00,0,2024-07-03T00:00:00+00:00,7,2024-07-03T00:00:00+00:00
demo-0143,2024-07-13T00:00:00+00:00,5013048.36,economic,bridge,arbitrum,protocol-17,2,2024-07-12T00:00:00+00:00,0,2024-07-12T00:00:00+00:00,0,2024-07-12T00:00:00+00:00,7,2024-07-12T00:00:00+00:00
demo-0144,2024-07-22T00:00:00+00:00,3331722.74,oracle,dex,ethereum,protocol-00,1,2024-07-21T00:00:00+00:00,1,2024-07-21T00:00:00+00:00,0,2024-07-21T00:00:00+00:00,8,2024-07-21T00:00:00+00:00
demo-0145,2024-07-31T00:00:00+00:00,4101840.48,access-control,lending,arbitrum,protocol-01,2,2024-07-30T00:00:00+00:00,0,2024-07-30T00:00:00+00:00,0,2024-07-30T00:00:00+00:00,8,2024-07-30T00:00:00+00:00
demo-0146,2024-08-09T00:00:00+00:00,5281484.23,reentrancy,bridge,polygon,protocol-02,3,2024-08-08T00:00:00+00:00,0,2024-08-08T00:00:00+00:00,0,2024-08-08T00:00:00+00:00,8,2024-08-08T00:00:00+00:00
demo-0147,2024-08-18T00:00:00+00:00,32616463.9,economic,dex,bsc,protocol-03,4,2024-08-17T00:00:00+00:00,1,2024-08-17T00:00:00+00:00,3,2024-08-17T00:00:00+00:00,8,2024-08-17T00:00:00+00:00
demo-0148,2024-08-27T00:00:00+00:00,9493170.43,oracle,lending,ethereum,protocol-04,1,2024-08-26T00:00:00+00:00,0,2024-08-26T00:00:00+00:00,0,2024-08-26T00:00:00+00:00,8,2024-08-26T00:00:00+00:00
demo-0149,2024-09-05T00:00:00+00:00,6672407.4,access-control,bridge,arbitrum,protocol-05,2,2024-09-04T00:00:00+00:00,0,2024-09-04T00:00:00+00:00,0,2024-09-04T00:00:00+00:00,8,2024-09-04T00:00:00+00:00
demo-0150,2024-09-14T00:00:00+00:00,15637155.27,reentrancy,dex,polygon,protocol-06,3,2024-09-13T00:00:00+00:00,1,2024-09-13T00:00:00+00:00,1,2024-09-13T00:00:00+00:00,8,2024-09-13T00:00:00+00:00
demo-0151,2024-09-23T00:00:00+00:00,5607941.69,economic,lending,bsc,protocol-07,4,2024-09-22T00:00:00+00:00,0,2024-09-22T00:00:00+00:00,0,2024-09-22T00:00:00+00:00,8,2024-09-22T00:00:00+00:00
demo-0152,2024-10-02T00:00:00+00:00,924048.18,oracle,bridge,ethereum,protocol-08,1,2024-10-01T00:00:00+00:00,0,2024-10-01T00:00:00+00:00,0,2024-10-01T00:00:00+00:00,8,2024-10-01T00:00:00+00:00
demo-0153,2024-10-11T00:00:00+00:00,12196240.14,access-control,dex,arbitrum,protocol-09,2,2024-10-10T00:00:00+00:00,1,2024-10-10T00:00:00+00:00,4,2024-10-10T00:00:00+00:00,8,2024-10-10T00:00:00+00:00
demo-0154,2024-10-20T00:00:00+00:00,8489026.03,reentrancy,lending,polygon,protocol-10,3,2024-10-19T00:00:00+00:00,0,2024-10-19T00:00:00+00:00,0,2024-10-19T00:00:00+00:00,8,2024-10-19T00:00:00+00:00
demo-0155,2024-10-29T00:00:00+00:00,60778120.78,economic,bridge,bsc,protocol-11,4,2024-10-28T00:00:00+00:00,0,2024-10-28T00:00:00+00:00,0,2024-10-28T00:00:00+00:00,8,2024-10-28T00:00:00+00:00
demo-0156,2024-11-07T00:00:00+00:00,10026411.74,oracle,dex,ethereum,protocol-12,1,2024-11-06T00:00:00+00:00,1,2024-11-06T00:00:00+00:00,2,2024-11-06T00:00:00+00:00,8,2024-11-06T00:00:00+00:00
demo-0157,2024-11-16T00:00:00+00:00,13461288.21,access-control,lending,arbitrum,protocol-13,2,2024-11-15T00:00:00+00:00,0,2024-11-15T00:00:00+00:00,0,2024-11-15T00:00:00+00:00,8,2024-11-15T00:00:00+00:00
demo-0158,2024-11-25T00:00:00+00:00,5812949.98,reentrancy,bridge,polygon,protocol-14,3,2024-11-24T00:00:00+00:00,0,2024-11-24T00:00:00+00:00,0,2024-11-24T00:00:00+00:00,8,2024-11-24T00:00:00+00:00
demo-0159,2024-12-04T00:00:00+00:00,8561601.3,economic,dex,bsc,protocol-15,4,2024-12-03T00:00:00+00:00,1,2024-12-03T00:00:00+00:00,0,2024-12-03T00:00:00+00:00,8,2024-12-03T00:00:00+00:00
demo-0160,2024-12-13T00:00:00+00:00,1689006.01,oracle,lending,ethereum,protocol-16,1,2024-12-12T00:00:00+00:00,0,2024-12-12T00:00:00+00:00,0,2024-12-12T00:00:00+00:00,8,2024-12-12T00:00:00+00:00
demo-0161,2024-12-22T00:00:00+00:00,3152031.88,access-control,bridge,arbitrum,protocol-17,2,2024-12-21T00:00:00+00:00,0,2024-12-21T00:00:00+00:00,0,2024-12-21T00:00:00+00:00,8,2024-12-21T00:00:00+00:00
demo-0162,2024-12-31T00:00:00+00:00,59364043.49,reentrancy,dex,ethereum,protocol-00,1,2024-12-30T00:00:00+00:00,1,2024-12-30T00:00:00+00:00,0,2024-12-30T00:00:00+00:00,9,2024-12-30T00:00:00+00:00
demo-0163,2025-01-09T00:00:00+00:00,4247415.86,economic,lending,arbitrum,protocol-01,2,2025-01-08T00:00:00+00:00,0,2025-01-08T00:00:00+00:00,0,2025-01-08T00:00:00+00:00,9,2025-01-08T00:00:00+00:00
demo-0164,2025-01-18T00:00:00+00:00,26501604.15,oracle,bridge,polygon,protocol-02,3,2025-01-17T00:00:00+00:00,0,2025-01-17T00:00:00+00:00,0,2025-01-17T00:00:00+00:00,9,2025-01-17T00:00:00+00:00
demo-0165,2025-01-27T00:00:00+00:00,24953181.79,access-control,dex,bsc,protocol-03,4,2025-01-26T00:00:00+00:00,1,2025-01-26T00:00:00+00:00,3,2025-01-26T00:00:00+00:00,9,2025-01-26T00:00:00+00:00
demo-0166,2025-02-05T00:00:00+00:00,12383024.01,reentrancy,lending,ethereum,protocol-04,1,2025-02-04T00:00:00+00:00,0,2025-02-04T00:00:00+00:00,0,2025-02-04T00:00:00+00:00,9,2025-02-04T00:00:00+00:00
demo-0167,2025-02-14T00:00:00+00:00,11842535.62,economic,bridge,arbitrum,protocol-05,2,2025-02-13T00:00:00+00:00,0,2025-02-13T00:00:00+00:00,0,2025-02-13T00:00:00+00:00,9,2025-02-13T00:00:00+00:00
demo-0168,2025-02-23T00:00:00+00:00,22904816.8,oracle,dex,polygon,protocol-06,3,2025-02-22T00:00:00+00:00,1,2025-02-22T00:00:00+00:00,1,2025-02-22T00:00:00+00:00,9,2025-02-22T00:00:00+00:00
demo-0169,2025-03-04T00:00:00+00:00,19102921.76,access-control,lending,bsc,protocol-07,4,2025-03-03T00:00:00+00:00,0,2025-03-03T00:00:00+00:00,0,2025-03-03T00:00:00+00:00,9,2025-03-03T00:00:00+00:00
demo-0170,2025-03-13T00:00:00+00:00,3215297.54,reentrancy,bridge,ethereum,protocol-08,1,2025-03-12T00:00:00+00:00,0,2025-03-12T00:00:00+00:00,0,2025-03-12T00:00:00+00:00,9,2025-03-12T00:00:00+00:00
demo-0171,2025-03-22T00:00:00+00:00,39395469.14,economic,dex,arbitrum,protocol-09,2,2025-03-21T00:00:00+00:00,1,2025-03-21T00:00:00+00:00,4,2025-03-21T00:00:00+00:00,9,2025-03-21T00:00:00+00:00
demo-0172,2025-03-31T00:00:00+00:00,8826455.19,oracle,lending,polygon,protocol-10,3,2025-03-30T00:00:00+00:00,0,2025-03-30T00:00:00+00:00,0,2025-03-30T00:00:00+00:00,9,2025-03-30T00:00:00+00:00
demo-0173,2025-04-09T00:00:00+00:00,6977736.24,access-control,bridge,bsc,protocol-11,4,2025-04-08T00:00:00+00:00,0,2025-04-08T00:00:00+00:00,0,2025-04-08T00:00:00+00:00,9,2025-04-08T00:00:00+00:00
demo-0174,2025-04-18T00:00:00+00:00,4429304.19,reentrancy,dex,ethereum,protocol-12,1,2025-04-17T00:00:00+00:00,1,2025-04-17T00:00:00+00:00,2,2025-04-17T00:00:00+00:00,9,2025-04-17T00:00:00+00:00
demo-0175,2025-04-27T00:00:00+00:00,9886687.67,economic,lending,arbitrum,protocol-13,2,2025-04-26T00:00:00+00:00,0,2025-04-26T00:00:00+00:00,0,2025-04-26T00:00:00+00:00,9,2025-04-26T00:00:00+00:00
demo-0176,2025-05-06T00:00:00+00:00,49735402.82,oracle,bridge,polygon,protocol-14,3,2025-05-05T00:00:00+00:00,0,2025-05-05T00:00:00+00:00,0,2025-05-05T00:00:00+00:00,9,2025-05-05T00:00:00+00:00
demo-0177,2025-05-15T00:00:00+00:00,39270842.15,access-control,dex,bsc,protocol-15,4,2025-05-14T00:00:00+00:00,1,2025-05-14T00:00:00+00:00,0,2025-05-14T00:00:00+00:00,9,2025-05-14T00:00:00+00:00
demo-0178,2025-05-24T00:00:00+00:00,5071551.9,reentrancy,lending,ethereum,protocol-16,1,2025-05-23T00:00:00+00:00,0,2025-05-23T00:00:00+00:00,0,2025-05-23T00:00:00+00:00,9,2025-05-23T00:00:00+00:00
demo-0179,2025-06-02T00:00:00+00:00,10885609.21,economic,bridge,arbitrum,protocol-17,2,2025-06-01T00:00:00+00:00,0,2025-06-01T00:00:00+00:00,0,2025-06-01T00:00:00+00:00,9,2025-06-01T00:00:00+00:00
